WMD 1.0
ROOM 0,7,6
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSETEDGE|INVERT
9,8,0,INSET_CORNER|INVERT
ROOM 113,7,6
0,6,0,WALL|INVERT
0,7,0,COR_DOOR|INVERT|SPECIAL
0,7,3,DOORJAMB|INVERT
0,8,0,WALL|INVERT
1,1,0,WALL|INVERT
1,2,0,WALL|INVERT
1,3,0,WALL|INVERT
1,4,0,GRILL|INVERT
1,5,0,WALLCURVE1
1,9,0,INSET_CORNER
2,0,0,WALL
2,1,0,PLANT|INVERT
2,2,0,SOFA_SW|INVERT
2,3,0,SOFA_SW
2,4,0,SOFA_SW|INVERT
2,9,0,INSET_WCV2|INVERT
3,0,0,GRILL
4,0,0,WALL
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
6,0,0,WALL
6,1,0,SOFA_SW
6,9,0,INSET_WCV1|INVERT
7,0,0,WALL
7,1,0,SOFA_SW
7,7,0,INFO|SPECIAL
7,9,0,INSET_WALL
8,1,0,WALLCURVE2
8,2,0,SOFA_SW|INVERT
8,3,0,SOFA_SW|INVERT
8,9,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 114,6,6
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,GRILL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
0,9,0,GRILL|INVERT
1,0,0,WALL
1,1,0,SIDE_CABINET|INVERT
1,4,0,INSIDEWALL|INVERT
1,6,0,SOLIDBRICK
1,6,2,SOLIDBRICK
1,7,0,SIDE_CABINET
1,8,0,TRESSLE_SHELVES
1,9,0,INSIDEWALL|INVERT
2,0,0,WALL
2,1,0,SOLIDBRICK
2,2,0,SOLIDBRICK
2,2,1,FOLDED_TOWEL|INVERT
2,4,0,INSIDEWALL|INVERT
2,6,0,SOLIDBRICK
2,6,1,FOLDED_TOWEL
2,6,2,SOLIDBRICK
2,6,3,FOLDED_TOWEL
2,9,0,INSIDEWALL|INVERT
3,0,0,WALL
3,1,0,SIDE_CABINET|INVERT
3,4,0,INSIDEWALL|INVERT
3,8,0,DESK_LEFT
3,9,0,INSIDEWALL|INVERT
4,0,0,WALL
4,1,0,SOLIDBRICK
4,2,0,SOLIDBRICK
4,2,1,FOLDED_TOWEL|INVERT
4,4,0,INSIDEWALL|INVERT
4,7,0,CHAIR_SE
4,8,0,DESK_RIGHT
4,9,0,INSIDEWALL|INVERT
5,0,0,WALL
5,1,0,SIDE_CABINET|INVERT
5,4,0,INSIDEWALL|INVERT
5,6,0,SURGERY_DOOR|INVERT|SPECIAL
5,9,0,INSIDEWALL|INVERT
6,0,0,WALL
6,1,0,SOLIDBRICK
6,2,0,SOLIDBRICK
6,2,1,FOLDED_TOWEL|INVERT
6,4,0,CENTRECOLUMN|INVERT
6,5,0,INSETEDGE|INVERT
6,7,0,INSET_CORNER|INVERT
6,8,0,INSET_WALL|INVERT
6,9,0,CENTRECOLUMN|INVERT
7,0,0,WALL
7,1,0,SIDE_CABINET|INVERT
7,4,0,INSETEDGE
8,0,0,WALL
8,1,0,SOLIDBRICK
8,2,0,SOLIDBRICK
8,2,1,FOLDED_TOWEL
8,3,0,SURGERY_DOOR|SPECIAL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSETEDGE|INVERT
9,4,0,INSET_CORNER|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 115,7,6
1,4,0,WALL|INVERT
1,5,0,WALL|INVERT
1,6,0,WALL|INVERT
2,1,0,WALL|INVERT
2,2,0,WALL|INVERT
2,3,0,WALLCURVE1
2,5,0,PLANT|INVERT
2,7,0,WALLCURVE2
2,8,0,WALL|INVERT
3,0,0,WALL
3,9,0,INSET_CORNER
4,0,0,WALL
4,1,0,CHAIR_SE
4,9,0,INSETEDGE
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
5,5,0,INFO|INVERT|SPECIAL
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,WALL
6,1,0,CHAIR_SE
6,9,0,INSET_CORNER
7,0,0,WALL
7,9,0,INSET_WALL
8,1,0,INSET_CORNER|INVERT
8,2,0,INSET_WALL|INVERT
8,3,0,INSET_WCV2
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,7,0,INSET_WCV1
8,8,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
ROOM 116,2,2
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,GRILL|INVERT
0,7,0,COMPUTERA|INVERT
0,8,0,COMPUTERB|INVERT
1,0,0,WALL
1,9,0,INSET_CORNER
2,0,0,GRILL
2,2,0,BATHSW|INVERT
2,2,1,BATHSW|INVERT
2,2,2,ROOT|INVERT
2,7,0,BATHSW|INVERT
2,7,1,BATHSW|INVERT
2,7,2,ROOT
2,9,0,INSET_WALL
3,0,0,WALL
3,2,0,BATHSW|INVERT
3,2,1,BATHSW|INVERT
3,2,2,ROOT|INVERT
3,7,0,BATHSW|INVERT
3,7,1,BATHSW|INVERT
3,7,2,PLANT
3,9,0,INSET_WALL
4,0,0,SHELF
4,2,0,BATHSW|INVERT
4,2,1,BATHSW|INVERT
4,2,2,ROOT|INVERT
4,7,0,BATHSW|INVERT
4,7,1,BATHSW|INVERT
4,7,2,ROOT
4,9,0,INSET_WALL
5,0,0,GRILL
5,2,0,BATHSW|INVERT
5,2,1,BATHSW|INVERT
5,7,0,BATHSW|INVERT
5,7,1,BATHSW|INVERT
5,7,2,ROOT
5,9,0,INSET_WALL
6,0,0,WALL
6,2,0,BATHSW|INVERT
6,7,0,BATHSW|INVERT
6,7,1,BATHSW|INVERT
6,7,2,ROOT
6,9,0,INSET_WALL
7,0,0,WALL
7,2,0,BATHSW|INVERT
7,2,1,BATHSW
7,2,2,BATHSW
7,7,0,BATHSW|INVERT
7,7,1,BATHSW|INVERT
7,9,0,INSET_WALL
8,0,0,WALL
8,9,0,INSET_WALL
9,0,0,VDU
9,9,0,INSET_WALL
ROOM 117,2,2
0,0,0,VDU
0,9,0,INSET_WALL
1,0,0,WALL
1,9,0,INSET_WALL
2,0,0,WALL
2,4,0,RESEARCH|INVERT
2,5,0,RESEARCH|INVERT
2,6,0,RESEARCH|INVERT
2,9,0,INSET_WALL
3,0,0,WALL
3,3,0,RESEARCH
3,4,0,BATHSW
3,4,1,ROOT
3,5,0,PLANT
3,6,0,RESEARCH
3,9,0,INSET_WALL
4,0,0,STORECUPBOARD
4,3,0,RESEARCH
4,4,0,BATHSW
4,4,1,PLANT|INVERT
4,5,0,PLANT|INVERT
4,6,0,RESEARCH
4,9,0,INSETEDGE
5,0,0,STORECUPBOARD
5,3,0,RESEARCH
5,4,0,BATHSW
5,4,1,ROOT
5,5,0,ROOT
5,6,0,RESEARCH
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,STORECUPBOARD
6,3,0,RESEARCH
6,4,0,BATHSW
6,4,1,PLANT
6,6,0,RESEARCH
6,9,0,INSET_CORNER
7,0,0,WALL
7,3,0,RESEARCH
7,4,0,RESEARCH|INVERT
7,6,0,DOUBLE_SHOWER
7,9,0,INSET_WALL
8,0,0,WALL
8,9,0,INSET_WALL
9,0,0,RED
9,9,0,INSET_WALL
ROOM 118,2,2
0,0,0,RED
0,9,0,INSET_WALL
1,0,0,RED
1,9,0,INSET_WALL
2,0,0,RED
2,0,1,TRANSP_WALL
2,1,0,RESEARCH|INVERT
2,2,0,RESEARCH|INVERT
2,3,0,RESEARCH|INVERT
2,4,0,RESEARCH|INVERT
2,8,0,TRESSLE_SHELVES
2,9,0,INSET_WALL
3,0,0,VDU
3,0,1,TRANSP_WALL
3,1,0,GLASS_TILE
3,1,1,GLASS_TILE
3,1,2,BATHSW
3,2,0,GLASS_TILE
3,2,1,GLASS_TILE
3,2,2,BATHSW
3,3,0,GLASS_TILE
3,3,1,GLASS_TILE
3,3,2,BATHSW
3,4,0,RESEARCH
3,4,1,TRANSP_WALL
3,8,0,TRESSLE_SHELVES
3,9,0,INSET_WALL
4,0,0,RED
4,0,1,TRANSP_WALL
4,1,0,GLASS_TILE
4,2,0,GLASS_TILE
4,3,0,GLASS_TILE
4,4,0,RESEARCH
4,4,1,TRANSP_WALL
4,8,0,TRESSLE_SHELVES
4,9,0,INSET_WALL
5,0,0,RED
5,0,1,TRANSP_WALL
5,1,0,GLASS_TILE
5,1,1,GLASS_TILE|INVERT
5,1,2,BATHSW
5,1,3,ROOT
5,2,0,GLASS_TILE
5,2,1,GLASS_TILE|INVERT
5,2,2,BATHSW
5,3,0,GLASS_TILE
5,4,0,GLASS_TILE
5,5,0,STAIRN
5,9,0,INSET_WALL
6,0,0,RED
6,0,1,TRANSP_WALL
6,1,0,GLASS_TILE
6,2,0,GLASS_TILE
6,3,0,GLASS_TILE
6,4,0,GLASS_TILE
6,5,0,STAIRN
6,9,0,INSET_WALL
7,0,0,VDU
7,0,1,TRANSP_WALL
7,1,0,GLASS_TILE
7,2,0,GLASS_TILE
7,3,0,GLASS_TILE
7,4,0,RESEARCH
7,4,1,TRANSP_WALL
7,9,0,INSET_WALL
8,0,0,RED
8,0,1,TRANSP_WALL
8,1,0,GLASS_TILE
8,2,0,GLASS_TILE
8,3,0,GLASS_TILE
8,4,0,RESEARCH
8,4,1,TRANSP_WALL
8,9,0,INSET_WALL
9,0,0,RED
9,0,1,TRANSP_WALL
9,1,0,GLASS_TILE
9,1,1,GLASS_TILE|INVERT
9,1,2,BATHSW
9,1,3,ROOT
9,2,0,GLASS_TILE
9,2,1,GLASS_TILE|INVERT
9,2,2,BATHSW
9,3,0,GLASS_TILE
9,3,1,GLASS_TILE|INVERT
9,3,2,BATHSW
9,4,0,RESEARCH
9,4,1,TRANSP_WALL
9,8,0,TRESSLE_SHELVES
9,9,0,INSET_WALL
ROOM 119,7,6
0,0,0,RED
0,1,0,RESEARCH|INVERT
0,2,0,RESEARCH|INVERT
0,3,0,RESEARCH|INVERT
0,4,0,RESEARCH|INVERT
0,8,0,RESEARCH|INVERT
0,9,0,INSET_WALL
1,0,0,WALL
1,1,0,SOFA_SW|INVERT
1,2,0,SOFA_SW|INVERT
1,3,0,PLANT|INVERT
1,9,0,INSET_WALL
2,0,0,WALL
2,1,0,SOFA_SW|INVERT
2,9,0,INSET_WCV2|INVERT
3,0,0,WALL
3,1,0,SOFA_SW|INVERT
4,0,0,WALL
4,1,0,PLANT|INVERT
4,5,0,INFO|INVERT|SPECIAL
5,0,0,SHELF
5,9,0,INSET_WCV1
6,0,0,WALL
6,9,0,INSET_WALL
7,0,0,SHELF
7,9,0,INSET_WALL
8,1,0,WALLCURVE2
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,9,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 120,6,6
0,2,0,WALL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,1,0,WALL
1,2,0,SOFA_SW|INVERT
1,3,0,SOFA_SW|INVERT
1,4,0,SOFA_SW|INVERT
1,6,0,PLANT|INVERT
1,7,0,CHAIR_SE|INVERT
1,8,0,TRESSLE_SHELVES
1,9,0,INSET_CORNER
2,1,0,WALL
2,2,0,SOFA_SW|INVERT
2,9,0,INSET_WALL
3,1,0,WALL
3,2,0,SHOWER_PARTITION|INVERT
3,3,0,SHOWER_PARTITION|INVERT
3,4,0,SHOWER_PARTITION|INVERT
3,9,0,INSET_WALL
4,1,0,SHOWER_PARTITION
4,4,0,SHOWER_PARTITION
4,9,0,INSET_WALL
5,1,0,SHOWER_PARTITION
5,9,0,INSET_WALL
6,1,0,SHOWER_PARTITION
6,2,0,SHOWER_PARTITION|INVERT
6,3,0,SHOWER_PARTITION|INVERT
6,4,0,DOUBLE_SHOWER|INVERT
6,9,0,INSET_WALL
7,1,0,WALL
7,2,0,BATHSW
7,4,0,SHOWER_PARTITION
7,9,0,INSET_WALL
8,1,0,WALL
8,2,0,BATHSW
8,9,0,INSET_WALL
9,2,0,INSET_CORNER|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 121,7,7
0,1,0,STORECUPBOARD|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,RED|INVERT
0,6,0,WALL|INVERT
0,7,0,RED|INVERT
1,0,0,WALL
1,3,0,INSIDEWALL|INVERT
1,4,0,CONTROL_UNIT|INVERT
1,5,0,SOLIDBRICK
1,5,1,FOLDED_TOWEL|INVERT
1,6,0,CONTROL_UNIT|INVERT
1,7,0,SOLIDBRICK
1,7,1,FOLDED_TOWEL|INVERT
1,8,0,WALLCURVE2|INVERT
2,0,0,COR_DOOR|SPECIAL
2,0,3,DOORJAMB
2,3,0,CENTRECOLUMN
2,5,0,SOLIDBRICK
2,7,0,SOLIDBRICK
2,9,0,INSET_CORNER
3,0,0,WALL
3,3,0,SURGERY_DOOR|SPECIAL
3,9,0,INSET_WALL
4,0,0,WALL
4,1,0,CENTRECOLUMN|INVERT
4,2,0,SURGERY_DOOR|INVERT|SPECIAL
4,3,0,CENTRECOLUMN
4,4,0,BATHSW
4,8,0,TRESSLE_SHELVES|INVERT
4,9,0,INSET_WALL
5,0,0,STORECUPBOARD
5,3,0,INSIDEWALL|INVERT
5,4,0,BATHSW
5,8,0,TRESSLE_SHELVES|INVERT
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,TRESSLE_SHELVES|INVERT
6,1,1,FOLDED_TOWEL
6,1,2,FOLDED_TOWEL
6,3,0,CENTRECOLUMN|INVERT
6,4,0,INSIDEWALL
6,5,0,CENTRECOLUMN|INVERT
6,6,0,RESEARCH|INVERT
6,7,0,SURGERY_DOOR|INVERT|SPECIAL
6,8,0,RESEARCH|INVERT
6,9,0,INSET_WALL
7,0,0,WALL
7,1,0,FILING_CABINET|INVERT
7,4,0,DESK_LEFT
7,4,1,FOLDED_TOWEL|INVERT
7,5,0,INSIDEWALL|INVERT
7,6,0,SOLIDBRICK|INVERT
7,8,0,SOLIDBRICK|INVERT
7,8,1,FOLDED_TOWEL|INVERT
7,9,0,INSET_WALL
8,0,0,WALL
8,1,0,FILING_CABINET|INVERT
8,4,0,DESK_RIGHT
8,4,1,FOLDED_TOWEL
8,4,2,FOLDED_TOWEL|INVERT
8,5,0,INSIDEWALL|INVERT
8,6,0,SOLIDBRICK|INVERT
8,6,1,FOLDED_TOWEL|INVERT
8,8,0,SOLIDBRICK|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 128,6,6
0,1,0,WALL|INVERT
0,2,0,WALL|INVERT
0,2,2,WINDOW|INVERT
0,3,0,WALL|INVERT
0,3,2,WINDOW|INVERT
0,4,0,WALL|INVERT
0,4,2,WINDOW|INVERT
0,5,0,WALL|INVERT
0,6,0,SHOWER_PARTITION|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,1,0,SIDE_CABINET|INVERT
1,5,0,RESEARCH
1,9,0,INSET_CORNER
2,0,0,WALL
2,1,0,SOLIDBRICK
2,1,1,FOLDED_TOWEL
2,2,0,SOLIDBRICK
2,3,0,SOLIDBRICK
2,8,0,DESK_LEFT
2,9,0,INSET_WALL
3,0,0,WALL
3,1,0,SOLIDBRICK
3,1,1,FOLDED_TOWEL
3,2,0,SOLIDBRICK
3,3,0,SOLIDBRICK
3,5,0,RESEARCH
3,7,0,CHAIR_SE
3,8,0,DESK_RIGHT
3,9,0,INSET_WALL
4,0,0,WALL
4,5,0,RESEARCH
4,6,0,RESEARCH|INVERT
4,7,0,RESEARCH|INVERT
4,8,0,RESEARCH|INVERT
4,9,0,INSET_WALL
5,0,0,WALL
5,1,0,INSIDEWALL
5,2,0,INSIDEWALL
5,3,0,CENTRECOLUMN|INVERT
5,6,0,PLANT|INVERT
5,7,0,SOFA_SW|INVERT
5,8,0,SOFA_SW|INVERT
5,9,0,INSET_WALL
6,0,0,WALL
6,1,0,SHOWER_PARTITION|INVERT
6,9,0,INSET_WALL
7,0,0,SHOWER_PARTITION
7,3,0,CENTRECOLUMN
7,9,0,INSET_WALL
8,0,0,SHOWER_PARTITION
8,1,0,SHOWER_PARTITION|INVERT
8,2,0,DOUBLE_SHOWER|INVERT
8,3,0,INSIDEWALL|INVERT
8,5,0,COR_DOOR|INVERT|SPECIAL
8,5,3,DOORJAMB|INVERT
8,7,0,SOFA_SW|INVERT
8,8,0,SOFA_SW|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSETEDGE|INVERT
9,6,0,INSET_CORNER|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 129,7,6
0,4,0,WALL|INVERT
0,5,0,COR_DOOR|INVERT|SPECIAL
0,5,3,DOORJAMB|INVERT
0,6,0,WALL|INVERT
1,3,0,WALL
1,6,0,WALL
2,0,0,WALL|INVERT
2,1,0,GRILL|INVERT
2,2,0,WALL|INVERT
2,3,0,WALLCURVE1|INVERT
2,7,0,WALLCURVE2
2,8,0,WALL|INVERT
2,9,0,WALL|INVERT
6,0,0,INSET_WALL|INVERT
6,1,0,INSET_WALL|INVERT
6,2,0,INSET_WALL|INVERT
6,3,0,INSET_WCV2
6,7,0,INSET_WCV1|INVERT
6,8,0,INSET_WALL|INVERT
6,9,0,INSET_WALL|INVERT
7,4,0,INSET_WALL
7,5,0,INFO|INVERT|SPECIAL
7,7,0,INSET_WALL
8,4,0,INSET_WALL
8,7,0,INSET_WALL
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
ROOM 130,6,6
0,0,0,WALL|INVERT
0,1,0,WALL|INVERT
0,2,0,GRILL|INVERT
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,GRILL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,GRILL|INVERT
0,9,0,WALL|INVERT
1,0,0,INSIDEWALL|INVERT
1,1,0,SOLIDBRICK
1,1,2,SOLIDBRICK
1,1,3,FOLDED_TOWEL
1,2,0,SIDE_CABINET
1,3,0,INSIDEWALL|INVERT
1,4,0,SOLIDBRICK
1,4,2,SOLIDBRICK
1,4,3,FOLDED_TOWEL
1,5,0,SIDE_CABINET
1,6,0,INSIDEWALL|INVERT
1,7,0,SOLIDBRICK
1,7,2,SOLIDBRICK
1,7,3,FOLDED_TOWEL
1,8,0,SIDE_CABINET
1,9,0,INSIDEWALL|INVERT
2,0,0,INSIDEWALL|INVERT
2,1,0,SOLIDBRICK
2,1,2,SOLIDBRICK
2,1,3,FOLDED_TOWEL
2,3,0,INSIDEWALL|INVERT
2,4,0,SOLIDBRICK
2,4,2,SOLIDBRICK
2,4,3,FOLDED_TOWEL
2,6,0,INSIDEWALL|INVERT
2,7,0,SOLIDBRICK
2,7,2,SOLIDBRICK
2,7,3,FOLDED_TOWEL
2,9,0,INSIDEWALL|INVERT
3,0,0,INSIDEWALL|INVERT
3,3,0,INSIDEWALL|INVERT
3,6,0,INSIDEWALL|INVERT
3,9,0,INSIDEWALL|INVERT
4,0,0,INSIDEWALL|INVERT
4,1,0,SOFA_SW|INVERT
4,3,0,INSIDEWALL|INVERT
4,4,0,SOFA_SW|INVERT
4,6,0,INSIDEWALL|INVERT
4,7,0,SOFA_SW|INVERT
4,9,0,INSIDEWALL|INVERT
5,0,0,INSIDEWALL|INVERT
5,1,0,SOFA_SW|INVERT
5,2,0,SURGERY_DOOR|INVERT|SPECIAL
5,3,0,INSIDEWALL|INVERT
5,4,0,SOFA_SW|INVERT
5,5,0,SURGERY_DOOR|INVERT|SPECIAL
5,6,0,INSIDEWALL|INVERT
5,7,0,SOFA_SW|INVERT
5,8,0,SURGERY_DOOR|INVERT|SPECIAL
5,9,0,INSIDEWALL|INVERT
6,0,0,CENTRECOLUMN|INVERT
6,1,0,INSET_WALL|INVERT
6,3,0,CENTRECOLUMN|INVERT
6,4,0,INSET_WALL|INVERT
6,6,0,CENTRECOLUMN|INVERT
6,7,0,INSET_WALL|INVERT
6,9,0,CENTRECOLUMN|INVERT
9,0,0,INSET_WALL|INVERT
9,1,0,INSET_WALL|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
9,9,0,INSET_WALL|INVERT
ROOM 131,2,2
0,1,0,WALL|INVERT
0,2,0,RED|INVERT
0,3,0,WALL|INVERT
0,4,0,RED|INVERT
0,5,0,WALL|INVERT
0,6,0,RED|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
1,0,0,WALL
1,9,0,INSET_CORNER
2,0,0,RED
2,1,0,BATHSW
2,1,1,PLANT
2,3,0,BATHSW
2,3,1,ROOT
2,5,0,BATHSW
2,5,1,PLANT|INVERT
2,7,0,BATHSW
2,7,1,PLANT
2,9,0,INSET_WALL
3,0,0,WALL
3,1,0,BATHSW
3,1,1,PLANT|INVERT
3,3,0,BATHSW
3,3,1,ROOT|INVERT
3,5,0,BATHSW
3,5,1,PLANT
3,7,0,BATHSW
3,7,1,ROOT
3,9,0,INSET_WALL
4,0,0,RED
4,1,0,BATHSW
4,1,1,ROOT|INVERT
4,3,0,BATHSW
4,3,1,PLANT
4,5,0,BATHSW
4,5,1,ROOT|INVERT
4,7,0,BATHSW
4,7,1,PLANT|INVERT
4,9,0,INSETEDGE
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,RED
6,9,0,INSET_CORNER
7,0,0,WALL
7,1,0,BATHSW
7,1,1,PLANT
7,3,0,BATHSW
7,5,0,BATHSW
7,5,1,ROOT|INVERT
7,7,0,BATHSW
7,7,1,PLANT
7,9,0,INSET_WALL
8,0,0,RED
8,1,0,BATHSW
8,1,1,PLANT|INVERT
8,3,0,BATHSW
8,3,1,PLANT|INVERT
8,5,0,BATHSW
8,5,1,PLANT
8,7,0,BATHSW
8,7,1,ROOT|INVERT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 132,2,2
0,1,0,VDU|INVERT
0,2,0,VDU|INVERT
0,3,0,COMPUTERA|INVERT
0,4,0,COMPUTERB|INVERT
0,5,0,VDU|INVERT
0,6,0,VDU|INVERT
0,7,0,SHELF|INVERT
0,8,0,VDU|INVERT
1,0,0,VDU
1,1,0,CHAIR_SE
1,1,1,CHAIR_SE
1,1,2,CHAIR_SE
1,9,0,INSET_CORNER
2,0,0,VDU
2,3,0,DESK_LEFT
2,6,0,CHAIR_SE
2,7,0,DESK_LEFT
2,9,0,INSET_WALL
3,0,0,VDU
3,3,0,DESK_RIGHT
3,6,0,CHAIR_SE
3,7,0,DESK_RIGHT
3,9,0,INSET_WALL
4,0,0,VDU
4,9,0,INSET_WALL
5,0,0,VDU
5,4,0,BATHSW
5,4,1,PLANT|INVERT
5,6,0,BATHSW
5,6,1,PLANT|INVERT
5,8,0,BATHSW
5,8,1,ROOT|INVERT
5,9,0,INSET_WALL
6,0,0,VDU
6,4,0,BATHSW
6,4,1,ROOT|INVERT
6,6,0,BATHSW
6,6,1,PLANT|INVERT
6,8,0,BATHSW
6,8,1,PLANT
6,9,0,INSET_WALL
7,0,0,VDU
7,4,0,BATHSW
7,4,1,PLANT|INVERT
7,6,0,BATHSW
7,6,1,PLANT
7,8,0,BATHSW
7,8,1,PLANT|INVERT
7,9,0,INSET_WALL
8,0,0,VDU
8,9,0,INSET_WALL
9,0,0,WALL
9,9,0,INSET_WALL
ROOM 133,2,2
0,0,0,VDU
0,9,0,INSET_WALL
1,0,0,WALL
1,9,0,INSET_WALL
2,0,0,VDU
2,3,0,BATHSW|INVERT
2,3,1,ROOT|INVERT
2,4,0,BATHSW|INVERT
2,4,1,ROOT
2,5,0,BATHSW|INVERT
2,5,1,ROOT|INVERT
2,6,0,BATHSW|INVERT
2,6,1,ROOT
2,7,0,BATHSW|INVERT
2,7,1,ROOT
2,8,0,BATHSW|INVERT
2,8,1,ROOT|INVERT
2,9,0,INSET_WALL
3,0,0,WALL
3,3,0,BATHSW
3,4,0,BATHSW
3,5,0,BATHSW
3,6,0,BATHSW
3,7,0,BATHSW
3,8,0,BATHSW
3,9,0,INSET_WALL
4,0,0,VDU
4,6,0,BATHSW
4,9,0,INSETEDGE
5,0,0,COR_DOOR|SPECIAL
5,0,3,DOORJAMB
5,8,0,COR_DOOR|SPECIAL
5,8,3,DOORJAMB
6,0,0,VDU
6,9,0,INSET_CORNER
7,0,0,VDU
7,9,0,INSET_WALL
8,0,0,VDU
8,3,0,BATHSW|INVERT
8,3,1,ROOT|INVERT
8,4,0,BATHSW|INVERT
8,4,1,ROOT
8,5,0,BATHSW|INVERT
8,5,1,ROOT
8,6,0,BATHSW|INVERT
8,6,1,ROOT|INVERT
8,7,0,BATHSW|INVERT
8,7,1,ROOT|INVERT
8,8,0,BATHSW|INVERT
8,8,1,ROOT
8,9,0,INSET_WALL
9,1,0,INSET_CORNER|INVERT
9,2,0,INSET_WALL|INVERT
9,3,0,INSET_WALL|INVERT
9,4,0,INSET_WALL|INVERT
9,5,0,INSET_WALL|INVERT
9,6,0,INSET_WALL|INVERT
9,7,0,INSET_WALL|INVERT
9,8,0,INSET_WALL|INVERT
ROOM 135,2,2
0,3,0,WALL|INVERT
0,4,0,WALL|INVERT
0,5,0,WALL|INVERT
0,6,0,WALL|INVERT
0,7,0,WALL|INVERT
0,8,0,WALL|INVERT
0,9,0,GRILL|INVERT
